number;quantity;;;;;;;;;;;;;
-16;3080;;;;;;;;;;;;;
-15;3038;;;;;;;;;;;;;
-14;2583;;;;;;;;;;;;;
-13;2489;;;;;;;;;;;;;
-12;2634;;;;;;;;;;;;;
-11;3335;;;;;;;;;;;;;
-10;3899;;;;;;;;;;;;;
-9;4659;;;;;;;;;;;;;
-8;4914;;;;;;;;;;;;;
-7;4748;;;;;;;;;;;;;
-6;4276;;;;;;;;;;;;;
-5;4210;;;;;;;;;;;;;
-4;4772;;;;;;;;;;;;;
-3;6159;;;;;;;;;;;;;
-2;8009;;;;;;;;;;;;;
-1;9580;;;;;;;;;;;;;
0;11371;;;;;;;;;;;;;
1;9580;;;;;;;;;;;;;
2;8155;;;;;;;;;;;;;
3;6106;;;;;;;;;;;;;
4;4650;;;;;;;;;;;;;
5;4019;;;;;;;;;;;;;
6;4284;;;;;;;;;;;;;
7;4517;;;;;;;;;;;;;
8;4791;;;;;;;;;;;;;
9;4540;;;;;;;;;;;;;
10;3886;;;;;;;;;;;;;
11;3125;;;;;;;;;;;;;
12;2524;;;;;;;;;;;;;
13;2340;;;;;;;;;;;;;
14;2589;;;;;;;;;;;;;
15;2918;;;;;;;;;;;;;
16;3122;;;;;;;;;;;;;
17;2922;;;;;;;;;;;;;
18;2613;;;;;;;;;;;;;
19;2112;;;;;;;;;;;;;
20;1765;;;;;;;;;;;;;
21;1700;;;;;;;;;;;;;
22;1681;;;;;;;;;;;;;
23;2021;;;;;;;;;;;;;
24;2116;;;;;;;;;;;;;
25;2140;;;;;;;;;;;;;
26;1967;;;;;;;;;;;;;
27;1611;;;;;;;;;;;;;
28;1321;;;;;;;;;;;;;
29;1192;;;;;;;;;;;;;
30;1134;;;;;;;;;;;;;
31;1341;;;;;;;;;;;;;
32;1505;;;;;;;;;;;;;
33;1482;;;;;;;;;;;;;
34;1407;;;;;;;;;;;;;
35;1168;;;;;;;;;;;;;
36;949;;;;;;;;;;;;;
37;774;;;;;;;;;;;;;
38;751;;;;;;;;;;;;;
39;801;;;;;;;;;;;;;
40;955;;;;;;;;;;;;;
41;1004;;;;;;;;;;;;;
42;889;;;;;;;;;;;;;
43;740;;;;;;;;;;;;;
44;591;;;;;;;;;;;;;
45;460;;;;;;;;;;;;;
46;478;;;;;;;;;;;;;
47;482;;;;;;;;;;;;;
48;587;;;;;;;;;;;;;
49;635;;;;;;;;;;;;;
50;584;;;;;;;;;;;;;
51;467;;;;;;;;;;;;;
52;404;;;;;;;;;;;;;
53;321;;;;;;;;;;;;;
54;270;;;;;;;;;;;;;
55;305;;;;;;;;;;;;;
56;311;;;;;;;;;;;;;
57;359;;;;;;;;;;;;;
58;345;;;;;;;;;;;;;
59;288;;;;;;;;;;;;;
60;281;;;;;;;;;;;;;
61;233;;;;;;;;;;;;;
62;195;;;;;;;;;;;;;
63;227;;;;;;;;;;;;;
64;239;;;;;;;;;;;;;
65;259;;;;;;;;;;;;;
66;279;;;;;;;;;;;;;
67;262;;;;;;;;;;;;;
68;195;;;;;;;;;;;;;
69;166;;;;;;;;;;;;;
70;136;;;;;;;;;;;;;
71;123;;;;;;;;;;;;;
72;145;;;;;;;;;;;;;
73;146;;;;;;;;;;;;;
74;158;;;;;;;;;;;;;
75;155;;;;;;;;;;;;;
76;130;;;;;;;;;;;;;
77;107;;;;;;;;;;;;;
78;80;;;;;;;;;;;;;
79;56;;;;;;;;;;;;;
80;92;;;;;;;;;;;;;
81;97;;;;;;;;;;;;;
82;108;;;;;;;;;;;;;
83;84;;;;;;;;;;;;;
84;84;;;;;;;;;;;;;
85;62;;;;;;;;;;;;;
86;54;;;;;;;;;;;;;
87;33;;;;;;;;;;;;;
88;45;;;;;;;;;;;;;
89;60;;;;;;;;;;;;;
90;77;;;;;;;;;;;;;
91;58;;;;;;;;;;;;;
92;45;;;;;;;;;;;;;
93;45;;;;;;;;;;;;;
94;29;;;;;;;;;;;;;
95;20;;;;;;;;;;;;;
96;21;;;;;;;;;;;;;
97;29;;;;;;;;;;;;;
98;46;;;;;;;;;;;;;
99;35;;;;;;;;;;;;;
100;25;;;;;;;;;;;;;
101;20;;;;;;;;;;;;;
102;17;;;;;;;;;;;;;
103;22;;;;;;;;;;;;;
104;19;;;;;;;;;;;;;
105;22;;;;;;;;;;;;;
106;23;;;;;;;;;;;;;
107;14;;;;;;;;;;;;;
108;9;;;;;;;;;;;;;
109;13;;;;;;;;;;;;;
110;10;;;;;;;;;;;;;
111;10;;;;;;;;;;;;;
112;7;;;;;;;;;;;;;
113;4;;;;;;;;;;;;;
114;6;;;;;;;;;;;;;
115;9;;;;;;;;;;;;;
116;5;;;;;;;;;;;;;
117;3;;;;;;;;;;;;;
118;3;;;;;;;;;;;;;
119;2;;;;;;;;;;;;;
121;3;;;;;;;;;;;;;
122;6;;;;;;;;;;;;;
123;1;;;;;;;;;;;;;
124;3;;;;;;;;;;;;;
125;2;;;;;;;;;;;;;
126;5;;;;;;;;;;;;;
130;1;;;;;;;;;;;;;
132;2;;;;;;;;;;;;;
137;1;;;;;;;;;;;;;
138;1;;;;;;;;;;;;;
142;2;;;;;;;;;;;;;
150;1;;;;;;;;;;;;;
174;1;;;;;;;;;;;;;
;;;;;;;;;;;;;;
-71;1;;;;;;;;;;;;;
-70;1;;;;;;;;;;;;;
-68;1;;;;;;;;;;;;;
-67;2;;;;;;;;;;;;;
-65;2;;;;;;;;;;;;;
-63;3;;;;;;;;;;;;;
-62;4;;;;;;;;;;;;;
-61;6;;;;;;;;;;;;;
-60;5;;;;;;;;;;;;;
-59;4;;;;;;;;;;;;;
-58;3;;;;;;;;;;;;;
-57;7;;;;;;;;;;;;;
-56;4;;;;;;;;;;;;;
-55;14;;;;;;;;;;;;;
-54;12;;;;;;;;;;;;;
-53;11;;;;;;;;;;;;;
-52;18;;;;;;;;;;;;;
-51;20;;;;;;;;;;;;;
-50;20;;;;;;;;;;;;;
-49;23;;;;;;;;;;;;;
-48;25;;;;;;;;;;;;;
-47;36;;;;;;;;;;;;;
-46;42;;;;;;;;;;;;;
-45;48;;;;;;;;;;;;;
-44;53;;;;;;;;;;;;;
-43;63;;;;;;;;;;;;;
-42;49;;;;;;;;;;;;;
-41;80;;;;;;;;;;;;;
-40;98;;;;;;;;;;;;;
-39;97;;;;;;;;;;;;;
-38;97;;;;;;;;;;;;;
-37;115;;;;;;;;;;;;;
-36;157;;;;;;;;;;;;;
-35;167;;;;;;;;;;;;;
-34;163;;;;;;;;;;;;;
-33;200;;;;;;;;;;;;;
-32;239;;;;;;;;;;;;;
-31;316;;;;;;;;;;;;;
-30;309;;;;;;;;;;;;;
-29;357;;;;;;;;;;;;;
-28;422;;;;;;;;;;;;;
-27;444;;;;;;;;;;;;;
-26;525;;;;;;;;;;;;;
-25;598;;;;;;;;;;;;;
-24;662;;;;;;;;;;;;;
-23;753;;;;;;;;;;;;;
-22;821;;;;;;;;;;;;;
-21;1003;;;;;;;;;;;;;
-20;1063;;;;;;;;;;;;;
-19;1278;;;;;;;;;;;;;
-18;1471;;;;;;;;;;;;;
-17;1587;;;;;;;;;;;;;
-16;1839;;;;;;;;;;;;;
-15;2086;;;;;;;;;;;;;
-14;2368;;;;;;;;;;;;;
-13;2674;;;;;;;;;;;;;
-12;3001;;;;;;;;;;;;;
-11;3519;;;;;;;;;;;;;
-10;3903;;;;;;;;;;;;;
-9;4598;;;;;;;;;;;;;
-8;5200;;;;;;;;;;;;;
-7;6146;;;;;;;;;;;;;
-6;7288;;;;;;;;;;;;;
-5;8834;;;;;;;;;;;;;
-4;10830;;;;;;;;;;;;;
-3;13167;;;;;;;;;;;;;
-2;16155;;;;;;;;;;;;;
-1;17657;;;;;;;;;;;;;
0;19229;;;;;;;;;;;;;
1;18017;;;;;;;;;;;;;
2;15650;;;;;;;;;;;;;
3;12778;;;;;;;;;;;;;
4;10339;;;;;;;;;;;;;
5;8507;;;;;;;;;;;;;
6;6978;;;;;;;;;;;;;
7;5857;;;;;;;;;;;;;
8;4980;;;;;;;;;;;;;
9;4269;;;;;;;;;;;;;
10;3781;;;;;;;;;;;;;
11;3223;;;;;;;;;;;;;
12;2981;;;;;;;;;;;;;
13;2522;;;;;;;;;;;;;
14;2229;;;;;;;;;;;;;
15;1919;;;;;;;;;;;;;
16;1671;;;;;;;;;;;;;
17;1554;;;;;;;;;;;;;
18;1357;;;;;;;;;;;;;
19;1228;;;;;;;;;;;;;
20;1066;;;;;;;;;;;;;
21;936;;;;;;;;;;;;;
22;850;;;;;;;;;;;;;
23;761;;;;;;;;;;;;;
24;674;;;;;;;;;;;;;
25;614;;;;;;;;;;;;;
26;518;;;;;;;;;;;;;
27;433;;;;;;;;;;;;;
28;406;;;;;;;;;;;;;
29;378;;;;;;;;;;;;;
30;297;;;;;;;;;;;;;
31;273;;;;;;;;;;;;;
32;270;;;;;;;;;;;;;
33;262;;;;;;;;;;;;;
34;192;;;;;;;;;;;;;
35;162;;;;;;;;;;;;;
36;157;;;;;;;;;;;;;
37;128;;;;;;;;;;;;;
38;124;;;;;;;;;;;;;
39;123;;;;;;;;;;;;;
40;82;;;;;;;;;;;;;
41;86;;;;;;;;;;;;;
42;60;;;;;;;;;;;;;
43;57;;;;;;;;;;;;;
44;67;;;;;;;;;;;;;
45;45;;;;;;;;;;;;;
46;35;;;;;;;;;;;;;
47;29;;;;;;;;;;;;;
48;31;;;;;;;;;;;;;
49;17;;;;;;;;;;;;;
50;21;;;;;;;;;;;;;
51;22;;;;;;;;;;;;;
52;24;;;;;;;;;;;;;
53;9;;;;;;;;;;;;;
54;15;;;;;;;;;;;;;
55;7;;;;;;;;;;;;;
56;12;;;;;;;;;;;;;
57;8;;;;;;;;;;;;;
58;9;;;;;;;;;;;;;
59;4;;;;;;;;;;;;;
60;2;;;;;;;;;;;;;
61;2;;;;;;;;;;;;;
62;3;;;;;;;;;;;;;
63;3;;;;;;;;;;;;;
64;2;;;;;;;;;;;;;
65;2;;;;;;;;;;;;;
66;2;;;;;;;;;;;;;
67;1;;;;;;;;;;;;;
69;2;;;;;;;;;;;;;
71;3;;;;;;;;;;;;;
75;2;;;;;;;;;;;;;
;;;;;;;;;;;;;;
-116;1;;;;;;;;;;;;;
-103;1;;;;;;;;;;;;;
-86;1;;;;;;;;;;;;;
-85;4;;;;;;;;;;;;;
-82;3;;;;;;;;;;;;;
-80;3;;;;;;;;;;;;;
-79;3;;;;;;;;;;;;;
-78;1;;;;;;;;;;;;;
-77;4;;;;;;;;;;;;;
-76;2;;;;;;;;;;;;;
-75;1;;;;;;;;;;;;;
-73;2;;;;;;;;;;;;;
-72;3;;;;;;;;;;;;;
-71;3;;;;;;;;;;;;;
-70;6;;;;;;;;;;;;;
-69;6;;;;;;;;;;;;;
-68;2;;;;;;;;;;;;;
-67;2;;;;;;;;;;;;;
-66;2;;;;;;;;;;;;;
-65;4;;;;;;;;;;;;;
-64;5;;;;;;;;;;;;;
-63;4;;;;;;;;;;;;;
-62;6;;;;;;;;;;;;;
-61;5;;;;;;;;;;;;;
-60;17;;;;;;;;;;;;;
-58;10;;;;;;;;;;;;;
-57;9;;;;;;;;;;;;;
-56;64;;;;;;;;;;;;;
-55;14;;;;;;;;;;;;;
-54;21;;;;;;;;;;;;;
-53;27;;;;;;;;;;;;;
-52;26;;;;;;;;;;;;;
-51;40;;;;;;;;;;;;;
-50;36;;;;;;;;;;;;;
-49;18;;;;;;;;;;;;;
-48;39;;;;;;;;;;;;;
-47;52;;;;;;;;;;;;;
-46;57;;;;;;;;;;;;;
-45;19;;;;;;;;;;;;;
-44;52;;;;;;;;;;;;;
-43;62;;;;;;;;;;;;;
-42;78;;;;;;;;;;;;;
-41;47;;;;;;;;;;;;;
-40;51;;;;;;;;;;;;;
-39;187;;;;;;;;;;;;;
-38;82;;;;;;;;;;;;;
-37;170;;;;;;;;;;;;;
-36;176;;;;;;;;;;;;;
-35;190;;;;;;;;;;;;;
-34;262;;;;;;;;;;;;;
-33;327;;;;;;;;;;;;;
-32;372;;;;;;;;;;;;;
-31;488;;;;;;;;;;;;;
-30;292;;;;;;;;;;;;;
-29;1009;;;;;;;;;;;;;
-28;416;;;;;;;;;;;;;
-27;809;;;;;;;;;;;;;
-26;732;;;;;;;;;;;;;
-25;1134;;;;;;;;;;;;;
-24;1120;;;;;;;;;;;;;
-23;1216;;;;;;;;;;;;;
-22;1280;;;;;;;;;;;;;
-21;1418;;;;;;;;;;;;;
-20;1559;;;;;;;;;;;;;
-19;1933;;;;;;;;;;;;;
-18;1575;;;;;;;;;;;;;
-17;2099;;;;;;;;;;;;;
-16;2808;;;;;;;;;;;;;
-15;3283;;;;;;;;;;;;;
-14;2336;;;;;;;;;;;;;
-13;2945;;;;;;;;;;;;;
-12;4776;;;;;;;;;;;;;
-11;4314;;;;;;;;;;;;;
-10;3785;;;;;;;;;;;;;
-9;2412;;;;;;;;;;;;;
-8;7169;;;;;;;;;;;;;
-7;3815;;;;;;;;;;;;;
-6;6707;;;;;;;;;;;;;
-5;2708;;;;;;;;;;;;;
-4;5766;;;;;;;;;;;;;
-3;6455;;;;;;;;;;;;;
-2;6628;;;;;;;;;;;;;
-1;4746;;;;;;;;;;;;;
0;82594;;;;;;;;;;;;;
1;4949;;;;;;;;;;;;;
2;6322;;;;;;;;;;;;;
3;5718;;;;;;;;;;;;;
4;5795;;;;;;;;;;;;;
5;2683;;;;;;;;;;;;;
6;6337;;;;;;;;;;;;;
7;3765;;;;;;;;;;;;;
8;6920;;;;;;;;;;;;;
9;2284;;;;;;;;;;;;;
10;3479;;;;;;;;;;;;;
11;4357;;;;;;;;;;;;;
12;4513;;;;;;;;;;;;;
13;3028;;;;;;;;;;;;;
14;2313;;;;;;;;;;;;;
15;3221;;;;;;;;;;;;;
16;2746;;;;;;;;;;;;;
17;2258;;;;;;;;;;;;;
18;1600;;;;;;;;;;;;;
19;1973;;;;;;;;;;;;;
20;1598;;;;;;;;;;;;;
21;1382;;;;;;;;;;;;;
22;1323;;;;;;;;;;;;;
23;1294;;;;;;;;;;;;;
24;1190;;;;;;;;;;;;;
25;1164;;;;;;;;;;;;;
26;709;;;;;;;;;;;;;
27;819;;;;;;;;;;;;;
28;444;;;;;;;;;;;;;
29;1009;;;;;;;;;;;;;
30;269;;;;;;;;;;;;;
31;448;;;;;;;;;;;;;
32;324;;;;;;;;;;;;;
33;277;;;;;;;;;;;;;
34;262;;;;;;;;;;;;;
35;161;;;;;;;;;;;;;
36;153;;;;;;;;;;;;;
37;133;;;;;;;;;;;;;
38;73;;;;;;;;;;;;;
39;163;;;;;;;;;;;;;
40;60;;;;;;;;;;;;;
41;52;;;;;;;;;;;;;
42;93;;;;;;;;;;;;;
43;58;;;;;;;;;;;;;
44;51;;;;;;;;;;;;;
45;27;;;;;;;;;;;;;
46;42;;;;;;;;;;;;;
47;39;;;;;;;;;;;;;
48;36;;;;;;;;;;;;;
49;15;;;;;;;;;;;;;
50;35;;;;;;;;;;;;;
51;38;;;;;;;;;;;;;
52;18;;;;;;;;;;;;;
53;16;;;;;;;;;;;;;
54;12;;;;;;;;;;;;;
55;5;;;;;;;;;;;;;
56;55;;;;;;;;;;;;;
57;7;;;;;;;;;;;;;
58;9;;;;;;;;;;;;;
59;5;;;;;;;;;;;;;
60;8;;;;;;;;;;;;;
61;9;;;;;;;;;;;;;
62;6;;;;;;;;;;;;;
63;4;;;;;;;;;;;;;
64;8;;;;;;;;;;;;;
65;3;;;;;;;;;;;;;
66;3;;;;;;;;;;;;;
67;4;;;;;;;;;;;;;
68;1;;;;;;;;;;;;;
69;5;;;;;;;;;;;;;
70;4;;;;;;;;;;;;;
71;4;;;;;;;;;;;;;
72;4;;;;;;;;;;;;;
73;1;;;;;;;;;;;;;
74;2;;;;;;;;;;;;;
75;5;;;;;;;;;;;;;
78;4;;;;;;;;;;;;;
79;4;;;;;;;;;;;;;
80;1;;;;;;;;;;;;;
82;2;;;;;;;;;;;;;
84;1;;;;;;;;;;;;;
87;1;;;;;;;;;;;;;
90;1;;;;;;;;;;;;;
93;1;;;;;;;;;;;;;
;;;;;;;;;;;;;;
-112;1;;;;;;;;;;;;;
-83;1;;;;;;;;;;;;;
-79;1;;;;;;;;;;;;;
-75;2;;;;;;;;;;;;;
-74;1;;;;;;;;;;;;;
-72;1;;;;;;;;;;;;;
-71;1;;;;;;;;;;;;;
-70;4;;;;;;;;;;;;;
-69;2;;;;;;;;;;;;;
-68;1;;;;;;;;;;;;;
-67;1;;;;;;;;;;;;;
-66;2;;;;;;;;;;;;;
-65;2;;;;;;;;;;;;;
-62;4;;;;;;;;;;;;;
-61;1;;;;;;;;;;;;;
-60;3;;;;;;;;;;;;;
-59;4;;;;;;;;;;;;;
-58;3;;;;;;;;;;;;;
-57;5;;;;;;;;;;;;;
-56;10;;;;;;;;;;;;;
-55;6;;;;;;;;;;;;;
-54;2;;;;;;;;;;;;;
-53;7;;;;;;;;;;;;;
-52;10;;;;;;;;;;;;;
-51;12;;;;;;;;;;;;;
-50;14;;;;;;;;;;;;;
-49;9;;;;;;;;;;;;;
-48;21;;;;;;;;;;;;;
-47;15;;;;;;;;;;;;;
-46;26;;;;;;;;;;;;;
-45;11;;;;;;;;;;;;;
-44;23;;;;;;;;;;;;;
-43;22;;;;;;;;;;;;;
-42;48;;;;;;;;;;;;;
-41;40;;;;;;;;;;;;;
-40;36;;;;;;;;;;;;;
-39;29;;;;;;;;;;;;;
-38;43;;;;;;;;;;;;;
-37;43;;;;;;;;;;;;;
-36;54;;;;;;;;;;;;;
-35;39;;;;;;;;;;;;;
-34;70;;;;;;;;;;;;;
-33;97;;;;;;;;;;;;;
-32;103;;;;;;;;;;;;;
-31;110;;;;;;;;;;;;;
-30;217;;;;;;;;;;;;;
-29;171;;;;;;;;;;;;;
-28;292;;;;;;;;;;;;;
-27;206;;;;;;;;;;;;;
-26;218;;;;;;;;;;;;;
-25;269;;;;;;;;;;;;;
-24;222;;;;;;;;;;;;;
-23;657;;;;;;;;;;;;;
-22;499;;;;;;;;;;;;;
-21;751;;;;;;;;;;;;;
-20;627;;;;;;;;;;;;;
-19;1257;;;;;;;;;;;;;
-18;1203;;;;;;;;;;;;;
-17;1484;;;;;;;;;;;;;
-16;1487;;;;;;;;;;;;;
-15;2195;;;;;;;;;;;;;
-14;2078;;;;;;;;;;;;;
-13;3190;;;;;;;;;;;;;
-12;3385;;;;;;;;;;;;;
-11;3729;;;;;;;;;;;;;
-10;5965;;;;;;;;;;;;;
-9;5447;;;;;;;;;;;;;
-8;6872;;;;;;;;;;;;;
-7;6288;;;;;;;;;;;;;
-6;7071;;;;;;;;;;;;;
-5;7364;;;;;;;;;;;;;
-4;7765;;;;;;;;;;;;;
-3;8754;;;;;;;;;;;;;
-2;7930;;;;;;;;;;;;;
-1;5576;;;;;;;;;;;;;
0;73214;;;;;;;;;;;;;
1;5786;;;;;;;;;;;;;
2;8190;;;;;;;;;;;;;
3;8945;;;;;;;;;;;;;
4;8000;;;;;;;;;;;;;
5;6876;;;;;;;;;;;;;
6;7326;;;;;;;;;;;;;
7;6239;;;;;;;;;;;;;
8;6918;;;;;;;;;;;;;
9;5333;;;;;;;;;;;;;
10;5505;;;;;;;;;;;;;
11;3873;;;;;;;;;;;;;
12;3301;;;;;;;;;;;;;
13;3273;;;;;;;;;;;;;
14;1932;;;;;;;;;;;;;
15;2047;;;;;;;;;;;;;
16;1594;;;;;;;;;;;;;
17;1350;;;;;;;;;;;;;
18;1101;;;;;;;;;;;;;
19;1253;;;;;;;;;;;;;
20;554;;;;;;;;;;;;;
21;752;;;;;;;;;;;;;
22;520;;;;;;;;;;;;;
23;609;;;;;;;;;;;;;
24;230;;;;;;;;;;;;;
25;233;;;;;;;;;;;;;
26;190;;;;;;;;;;;;;
27;261;;;;;;;;;;;;;
28;288;;;;;;;;;;;;;
29;159;;;;;;;;;;;;;
30;197;;;;;;;;;;;;;
31;86;;;;;;;;;;;;;
32;92;;;;;;;;;;;;;
33;74;;;;;;;;;;;;;
34;74;;;;;;;;;;;;;
35;47;;;;;;;;;;;;;
36;53;;;;;;;;;;;;;
37;43;;;;;;;;;;;;;
38;42;;;;;;;;;;;;;
39;41;;;;;;;;;;;;;
40;47;;;;;;;;;;;;;
41;53;;;;;;;;;;;;;
42;37;;;;;;;;;;;;;
43;13;;;;;;;;;;;;;
44;27;;;;;;;;;;;;;
45;22;;;;;;;;;;;;;
46;40;;;;;;;;;;;;;
47;12;;;;;;;;;;;;;
48;12;;;;;;;;;;;;;
49;22;;;;;;;;;;;;;
50;13;;;;;;;;;;;;;
51;13;;;;;;;;;;;;;
52;5;;;;;;;;;;;;;
53;10;;;;;;;;;;;;;
54;4;;;;;;;;;;;;;
55;5;;;;;;;;;;;;;
56;5;;;;;;;;;;;;;
57;3;;;;;;;;;;;;;
58;7;;;;;;;;;;;;;
59;6;;;;;;;;;;;;;
60;4;;;;;;;;;;;;;
61;5;;;;;;;;;;;;;
62;7;;;;;;;;;;;;;
63;2;;;;;;;;;;;;;
64;3;;;;;;;;;;;;;
65;3;;;;;;;;;;;;;
66;5;;;;;;;;;;;;;
67;3;;;;;;;;;;;;;
68;2;;;;;;;;;;;;;
69;5;;;;;;;;;;;;;
70;2;;;;;;;;;;;;;
73;1;;;;;;;;;;;;;
74;1;;;;;;;;;;;;;
76;5;;;;;;;;;;;;;
78;1;;;;;;;;;;;;;
79;1;;;;;;;;;;;;;
80;1;;;;;;;;;;;;;
82;1;;;;;;;;;;;;;
83;1;;;;;;;;;;;;;
86;1;;;;;;;;;;;;;
89;1;;;;;;;;;;;;;
;;;;;;;;;;;;;;
-163;1;;;;;;;;;;;;;
-123;1;;;;;;;;;;;;;
-113;1;;;;;;;;;;;;;
-99;1;;;;;;;;;;;;;
-97;2;;;;;;;;;;;;;
-96;2;;;;;;;;;;;;;
-95;1;;;;;;;;;;;;;
-93;1;;;;;;;;;;;;;
-91;1;;;;;;;;;;;;;
-90;6;;;;;;;;;;;;;
-89;4;;;;;;;;;;;;;
-88;2;;;;;;;;;;;;;
-86;1;;;;;;;;;;;;;
-85;4;;;;;;;;;;;;;
-84;1;;;;;;;;;;;;;
-83;3;;;;;;;;;;;;;
-82;5;;;;;;;;;;;;;
-81;1;;;;;;;;;;;;;
-80;3;;;;;;;;;;;;;
-79;2;;;;;;;;;;;;;
-78;3;;;;;;;;;;;;;
-77;7;;;;;;;;;;;;;
-76;1;;;;;;;;;;;;;
-75;2;;;;;;;;;;;;;
-74;5;;;;;;;;;;;;;
-73;6;;;;;;;;;;;;;
-72;6;;;;;;;;;;;;;
-71;7;;;;;;;;;;;;;
-70;8;;;;;;;;;;;;;
-69;11;;;;;;;;;;;;;
-68;3;;;;;;;;;;;;;
-67;9;;;;;;;;;;;;;
-66;11;;;;;;;;;;;;;
-65;12;;;;;;;;;;;;;
-64;7;;;;;;;;;;;;;
-63;20;;;;;;;;;;;;;
-62;14;;;;;;;;;;;;;
-61;22;;;;;;;;;;;;;
-60;26;;;;;;;;;;;;;
-59;28;;;;;;;;;;;;;
-58;23;;;;;;;;;;;;;
-57;16;;;;;;;;;;;;;
-56;32;;;;;;;;;;;;;
-55;32;;;;;;;;;;;;;
-54;36;;;;;;;;;;;;;
-53;42;;;;;;;;;;;;;
-52;33;;;;;;;;;;;;;
-51;47;;;;;;;;;;;;;
-50;42;;;;;;;;;;;;;
-49;50;;;;;;;;;;;;;
-48;42;;;;;;;;;;;;;
-47;53;;;;;;;;;;;;;
-46;63;;;;;;;;;;;;;
-45;65;;;;;;;;;;;;;
-44;79;;;;;;;;;;;;;
-43;67;;;;;;;;;;;;;
-42;84;;;;;;;;;;;;;
-41;76;;;;;;;;;;;;;
-40;93;;;;;;;;;;;;;
-39;103;;;;;;;;;;;;;
-38;124;;;;;;;;;;;;;
-37;116;;;;;;;;;;;;;
-36;135;;;;;;;;;;;;;
-35;124;;;;;;;;;;;;;
-34;167;;;;;;;;;;;;;
-33;166;;;;;;;;;;;;;
-32;190;;;;;;;;;;;;;
-31;211;;;;;;;;;;;;;
-30;228;;;;;;;;;;;;;
-29;279;;;;;;;;;;;;;
-28;266;;;;;;;;;;;;;
-27;299;;;;;;;;;;;;;
-26;365;;;;;;;;;;;;;
-25;359;;;;;;;;;;;;;
-24;380;;;;;;;;;;;;;
-23;431;;;;;;;;;;;;;
-22;485;;;;;;;;;;;;;
-21;556;;;;;;;;;;;;;
-20;655;;;;;;;;;;;;;
-19;702;;;;;;;;;;;;;
-18;765;;;;;;;;;;;;;
-17;867;;;;;;;;;;;;;
-16;1023;;;;;;;;;;;;;
-15;1188;;;;;;;;;;;;;
-14;1353;;;;;;;;;;;;;
-13;1549;;;;;;;;;;;;;
-12;1811;;;;;;;;;;;;;
-11;2255;;;;;;;;;;;;;
-10;2682;;;;;;;;;;;;;
-9;3242;;;;;;;;;;;;;
-8;4033;;;;;;;;;;;;;
-7;5095;;;;;;;;;;;;;
-6;6749;;;;;;;;;;;;;
-5;8943;;;;;;;;;;;;;
-4;11493;;;;;;;;;;;;;
-3;14980;;;;;;;;;;;;;
-2;19385;;;;;;;;;;;;;
-1;23698;;;;;;;;;;;;;
0;27630;;;;;;;;;;;;;
1;23838;;;;;;;;;;;;;
2;18517;;;;;;;;;;;;;
3;14195;;;;;;;;;;;;;
4;11079;;;;;;;;;;;;;
5;8763;;;;;;;;;;;;;
6;6400;;;;;;;;;;;;;
7;4878;;;;;;;;;;;;;
8;3810;;;;;;;;;;;;;
9;3177;;;;;;;;;;;;;
10;2566;;;;;;;;;;;;;
11;2078;;;;;;;;;;;;;
12;1767;;;;;;;;;;;;;
13;1476;;;;;;;;;;;;;
14;1323;;;;;;;;;;;;;
15;1150;;;;;;;;;;;;;
16;962;;;;;;;;;;;;;
17;911;;;;;;;;;;;;;
18;789;;;;;;;;;;;;;
19;651;;;;;;;;;;;;;
20;605;;;;;;;;;;;;;
21;539;;;;;;;;;;;;;
22;457;;;;;;;;;;;;;
23;472;;;;;;;;;;;;;
24;397;;;;;;;;;;;;;
25;328;;;;;;;;;;;;;
26;288;;;;;;;;;;;;;
27;268;;;;;;;;;;;;;
28;283;;;;;;;;;;;;;
29;220;;;;;;;;;;;;;
30;207;;;;;;;;;;;;;
31;173;;;;;;;;;;;;;
32;174;;;;;;;;;;;;;
33;167;;;;;;;;;;;;;
34;164;;;;;;;;;;;;;
35;143;;;;;;;;;;;;;
36;144;;;;;;;;;;;;;
37;102;;;;;;;;;;;;;
38;112;;;;;;;;;;;;;
39;89;;;;;;;;;;;;;
40;96;;;;;;;;;;;;;
41;96;;;;;;;;;;;;;
42;79;;;;;;;;;;;;;
43;74;;;;;;;;;;;;;
44;62;;;;;;;;;;;;;
45;54;;;;;;;;;;;;;
46;54;;;;;;;;;;;;;
47;45;;;;;;;;;;;;;
48;49;;;;;;;;;;;;;
49;47;;;;;;;;;;;;;
50;29;;;;;;;;;;;;;
51;32;;;;;;;;;;;;;
52;37;;;;;;;;;;;;;
53;40;;;;;;;;;;;;;
54;23;;;;;;;;;;;;;
55;19;;;;;;;;;;;;;
56;29;;;;;;;;;;;;;
57;18;;;;;;;;;;;;;
58;14;;;;;;;;;;;;;
59;15;;;;;;;;;;;;;
60;16;;;;;;;;;;;;;
61;20;;;;;;;;;;;;;
62;15;;;;;;;;;;;;;
63;13;;;;;;;;;;;;;
64;14;;;;;;;;;;;;;
65;8;;;;;;;;;;;;;
66;9;;;;;;;;;;;;;
67;10;;;;;;;;;;;;;
68;16;;;;;;;;;;;;;
69;10;;;;;;;;;;;;;
70;9;;;;;;;;;;;;;
71;2;;;;;;;;;;;;;
72;6;;;;;;;;;;;;;
73;7;;;;;;;;;;;;;
74;4;;;;;;;;;;;;;
75;3;;;;;;;;;;;;;
76;3;;;;;;;;;;;;;
